"","date","common_holiday"
"739",2003-01-30,"Non-holiday"
"740",2003-01-31,"Non-holiday"
"741",2003-02-01,"Non-holiday"
"742",2003-02-02,"Non-holiday"
"743",2003-02-03,"Non-holiday"
"744",2003-02-04,"Non-holiday"
"745",2003-02-05,"Non-holiday"
"746",2003-02-06,"Non-holiday"
"747",2003-02-07,"Non-holiday"
"748",2003-02-08,"Non-holiday"
"749",2003-02-09,"Non-holiday"
"750",2003-02-10,"Non-holiday"
"751",2003-02-11,"Non-holiday"
"752",2003-02-12,"Non-holiday"
"753",2003-02-13,"Non-holiday"
"754",2003-02-14,"Non-holiday"
"755",2003-02-15,"Non-holiday"
"756",2003-02-16,"Non-holiday"
"757",2003-02-17,"Holiday"
"758",2003-02-18,"Non-holiday"
"759",2003-02-19,"Non-holiday"
"760",2003-02-20,"Non-holiday"
"761",2003-02-21,"Non-holiday"
"762",2003-02-22,"Non-holiday"
"763",2003-02-23,"Non-holiday"
"764",2003-02-24,"Non-holiday"
"765",2003-02-25,"Non-holiday"
"766",2003-02-26,"Non-holiday"
"767",2003-02-27,"Non-holiday"
"768",2003-02-28,"Non-holiday"
"769",2003-03-01,"Non-holiday"
"770",2003-03-02,"Non-holiday"
"771",2003-03-03,"Non-holiday"
"772",2003-03-04,"Non-holiday"
"773",2003-03-05,"Non-holiday"
"774",2003-03-06,"Non-holiday"
"775",2003-03-07,"Non-holiday"
"776",2003-03-08,"Non-holiday"
"777",2003-03-09,"Non-holiday"
"778",2003-03-10,"Non-holiday"
"779",2003-03-11,"Non-holiday"
"780",2003-03-12,"Non-holiday"
"781",2003-03-13,"Non-holiday"
"782",2003-03-14,"Non-holiday"
"783",2003-03-15,"Non-holiday"
"784",2003-03-16,"Non-holiday"
"785",2003-03-17,"Non-holiday"
"786",2003-03-18,"Non-holiday"
"787",2003-03-19,"Non-holiday"
"788",2003-03-20,"Non-holiday"
"789",2003-03-21,"Non-holiday"
"790",2003-03-22,"Non-holiday"
"791",2003-03-23,"Non-holiday"
"792",2003-03-24,"Non-holiday"
"793",2003-03-25,"Non-holiday"
"794",2003-03-26,"Non-holiday"
"795",2003-03-27,"Non-holiday"
"796",2003-03-28,"Non-holiday"
"797",2003-03-29,"Non-holiday"
"798",2003-03-30,"Non-holiday"
"799",2003-03-31,"Non-holiday"
"800",2003-04-01,"Non-holiday"
"801",2003-04-02,"Non-holiday"
"802",2003-04-03,"Non-holiday"
"803",2003-04-04,"Non-holiday"
"804",2003-04-05,"Non-holiday"
"805",2003-04-06,"Non-holiday"
"806",2003-04-07,"Non-holiday"
"807",2003-04-08,"Non-holiday"
"808",2003-04-09,"Non-holiday"
"809",2003-04-10,"Non-holiday"
"810",2003-04-11,"Non-holiday"
"811",2003-04-12,"Non-holiday"
"812",2003-04-13,"Non-holiday"
"813",2003-04-14,"Non-holiday"
"814",2003-04-15,"Non-holiday"
"815",2003-04-16,"Non-holiday"
"816",2003-04-17,"Non-holiday"
"817",2003-04-18,"Non-holiday"
"818",2003-04-19,"Non-holiday"
"819",2003-04-20,"Non-holiday"
"820",2003-04-21,"Non-holiday"
"821",2003-04-22,"Non-holiday"
"822",2003-04-23,"Non-holiday"
"823",2003-04-24,"Non-holiday"
"824",2003-04-25,"Non-holiday"
"825",2003-04-26,"Non-holiday"
"826",2003-04-27,"Non-holiday"
"827",2003-04-28,"Non-holiday"
"828",2003-04-29,"Non-holiday"
"829",2003-04-30,"Non-holiday"
"830",2003-05-01,"Non-holiday"
"831",2003-05-02,"Non-holiday"
"832",2003-05-03,"Non-holiday"
"833",2003-05-04,"Non-holiday"
"834",2003-05-05,"Non-holiday"
"835",2003-05-06,"Non-holiday"
"836",2003-05-07,"Non-holiday"
"837",2003-05-08,"Non-holiday"
"838",2003-05-09,"Non-holiday"
"839",2003-05-10,"Non-holiday"
"840",2003-05-11,"Non-holiday"
"841",2003-05-12,"Non-holiday"
"842",2003-05-13,"Non-holiday"
"843",2003-05-14,"Non-holiday"
"844",2003-05-15,"Non-holiday"
"845",2003-05-16,"Non-holiday"
"846",2003-05-17,"Non-holiday"
"847",2003-05-18,"Non-holiday"
"848",2003-05-19,"Non-holiday"
"849",2003-05-20,"Non-holiday"
"850",2003-05-21,"Non-holiday"
"851",2003-05-22,"Non-holiday"
"852",2003-05-23,"Non-holiday"
"853",2003-05-24,"Non-holiday"
"854",2003-05-25,"Non-holiday"
"855",2003-05-26,"Holiday"
"856",2003-05-27,"Non-holiday"
"857",2003-05-28,"Non-holiday"
"858",2003-05-29,"Non-holiday"
"859",2003-05-30,"Non-holiday"
"860",2003-05-31,"Non-holiday"
"861",2003-06-01,"Non-holiday"
"862",2003-06-02,"Non-holiday"
"863",2003-06-03,"Non-holiday"
"864",2003-06-04,"Non-holiday"
"865",2003-06-05,"Non-holiday"
"866",2003-06-06,"Non-holiday"
"867",2003-06-07,"Non-holiday"
"868",2003-06-08,"Non-holiday"
"869",2003-06-09,"Non-holiday"
"870",2003-06-10,"Non-holiday"
"871",2003-06-11,"Non-holiday"
"872",2003-06-12,"Non-holiday"
"873",2003-06-13,"Non-holiday"
"874",2003-06-14,"Non-holiday"
"875",2003-06-15,"Non-holiday"
"876",2003-06-16,"Non-holiday"
"877",2003-06-17,"Non-holiday"
"878",2003-06-18,"Non-holiday"
"879",2003-06-19,"Non-holiday"
"880",2003-06-20,"Non-holiday"
"881",2003-06-21,"Non-holiday"
"882",2003-06-22,"Non-holiday"
"883",2003-06-23,"Non-holiday"
"884",2003-06-24,"Non-holiday"
"885",2003-06-25,"Non-holiday"
"886",2003-06-26,"Non-holiday"
"887",2003-06-27,"Non-holiday"
"888",2003-06-28,"Non-holiday"
"889",2003-06-29,"Non-holiday"
"890",2003-06-30,"Non-holiday"
"891",2003-07-01,"Non-holiday"
"892",2003-07-02,"Non-holiday"
"893",2003-07-03,"Non-holiday"
"894",2003-07-04,"Holiday"
"895",2003-07-05,"Non-holiday"
"896",2003-07-06,"Non-holiday"
"897",2003-07-07,"Non-holiday"
"898",2003-07-08,"Non-holiday"
"899",2003-07-09,"Non-holiday"
"900",2003-07-10,"Non-holiday"
"901",2003-07-11,"Non-holiday"
"902",2003-07-12,"Non-holiday"
"903",2003-07-13,"Non-holiday"
"904",2003-07-14,"Non-holiday"
"905",2003-07-15,"Non-holiday"
"906",2003-07-16,"Non-holiday"
"907",2003-07-17,"Non-holiday"
"908",2003-07-18,"Non-holiday"
"909",2003-07-19,"Non-holiday"
"910",2003-07-20,"Non-holiday"
"911",2003-07-21,"Non-holiday"
"912",2003-07-22,"Non-holiday"
"913",2003-07-23,"Non-holiday"
"914",2003-07-24,"Non-holiday"
"915",2003-07-25,"Non-holiday"
"916",2003-07-26,"Non-holiday"
"917",2003-07-27,"Non-holiday"
"918",2003-07-28,"Non-holiday"
"919",2003-07-29,"Non-holiday"
"920",2003-07-30,"Non-holiday"
"921",2003-07-31,"Non-holiday"
"922",2003-08-01,"Non-holiday"
"923",2003-08-02,"Non-holiday"
"924",2003-08-03,"Non-holiday"
"925",2003-08-04,"Non-holiday"
"926",2003-08-05,"Non-holiday"
"927",2003-08-06,"Non-holiday"
"928",2003-08-07,"Non-holiday"
"929",2003-08-08,"Non-holiday"
"930",2003-08-09,"Non-holiday"
"931",2003-08-10,"Non-holiday"
"932",2003-08-11,"Non-holiday"
"933",2003-08-12,"Non-holiday"
"934",2003-08-13,"Non-holiday"
"935",2003-08-14,"Non-holiday"
"936",2003-08-15,"Non-holiday"
"937",2003-08-16,"Non-holiday"
"938",2003-08-17,"Non-holiday"
"939",2003-08-18,"Non-holiday"
"940",2003-08-19,"Non-holiday"
"941",2003-08-20,"Non-holiday"
"942",2003-08-21,"Non-holiday"
"943",2003-08-22,"Non-holiday"
"944",2003-08-23,"Non-holiday"
"945",2003-08-24,"Non-holiday"
"946",2003-08-25,"Non-holiday"
"947",2003-08-26,"Non-holiday"
"948",2003-08-27,"Non-holiday"
"949",2003-08-28,"Non-holiday"
"950",2003-08-29,"Non-holiday"
"951",2003-08-30,"Non-holiday"
"952",2003-08-31,"Non-holiday"
"953",2003-09-01,"Holiday"
"954",2003-09-02,"Non-holiday"
"955",2003-09-03,"Non-holiday"
"956",2003-09-04,"Non-holiday"
"957",2003-09-05,"Non-holiday"
"958",2003-09-06,"Non-holiday"
"959",2003-09-07,"Non-holiday"
"960",2003-09-08,"Non-holiday"
"961",2003-09-09,"Non-holiday"
"962",2003-09-10,"Non-holiday"
"963",2003-09-11,"Non-holiday"
"964",2003-09-12,"Non-holiday"
"965",2003-09-13,"Non-holiday"
"966",2003-09-14,"Non-holiday"
"967",2003-09-15,"Non-holiday"
"968",2003-09-16,"Non-holiday"
"969",2003-09-17,"Non-holiday"
"970",2003-09-18,"Non-holiday"
"971",2003-09-19,"Non-holiday"
"972",2003-09-20,"Non-holiday"
"973",2003-09-21,"Non-holiday"
"974",2003-09-22,"Non-holiday"
"975",2003-09-23,"Non-holiday"
"976",2003-09-24,"Non-holiday"
"977",2003-09-25,"Non-holiday"
"978",2003-09-26,"Non-holiday"
"979",2003-09-27,"Non-holiday"
"980",2003-09-28,"Non-holiday"
"981",2003-09-29,"Non-holiday"
"982",2003-09-30,"Non-holiday"
"983",2003-10-01,"Non-holiday"
"984",2003-10-02,"Non-holiday"
"985",2003-10-03,"Non-holiday"
"986",2003-10-04,"Non-holiday"
"987",2003-10-05,"Non-holiday"
"988",2003-10-06,"Non-holiday"
"989",2003-10-07,"Non-holiday"
"990",2003-10-08,"Non-holiday"
"991",2003-10-09,"Non-holiday"
"992",2003-10-10,"Non-holiday"
"993",2003-10-11,"Non-holiday"
"994",2003-10-12,"Non-holiday"
"995",2003-10-13,"Non-holiday"
"996",2003-10-14,"Non-holiday"
"997",2003-10-15,"Non-holiday"
"998",2003-10-16,"Non-holiday"
"999",2003-10-17,"Non-holiday"
"1000",2003-10-18,"Non-holiday"
"1001",2003-10-19,"Non-holiday"
"1002",2003-10-20,"Non-holiday"
"1003",2003-10-21,"Non-holiday"
"1004",2003-10-22,"Non-holiday"
"1005",2003-10-23,"Non-holiday"
"1006",2003-10-24,"Non-holiday"
"1007",2003-10-25,"Non-holiday"
"1008",2003-10-26,"Non-holiday"
"1009",2003-10-27,"Non-holiday"
"1010",2003-10-28,"Non-holiday"
"1011",2003-10-29,"Non-holiday"
"1012",2003-10-30,"Non-holiday"
"1013",2003-10-31,"Non-holiday"
"1014",2003-11-01,"Non-holiday"
"1015",2003-11-02,"Non-holiday"
"1016",2003-11-03,"Non-holiday"
"1017",2003-11-04,"Non-holiday"
"1018",2003-11-05,"Non-holiday"
"1019",2003-11-06,"Non-holiday"
"1020",2003-11-07,"Non-holiday"
"1021",2003-11-08,"Non-holiday"
"1022",2003-11-09,"Non-holiday"
"1023",2003-11-10,"Non-holiday"
"1024",2003-11-11,"Non-holiday"
"1025",2003-11-12,"Non-holiday"
"1026",2003-11-13,"Non-holiday"
"1027",2003-11-14,"Non-holiday"
"1028",2003-11-15,"Non-holiday"
"1029",2003-11-16,"Non-holiday"
"1030",2003-11-17,"Non-holiday"
"1031",2003-11-18,"Non-holiday"
"1032",2003-11-19,"Non-holiday"
"1033",2003-11-20,"Non-holiday"
"1034",2003-11-21,"Non-holiday"
"1035",2003-11-22,"Non-holiday"
"1036",2003-11-23,"Non-holiday"
"1037",2003-11-24,"Non-holiday"
"1038",2003-11-25,"Non-holiday"
"1039",2003-11-26,"Non-holiday"
"1040",2003-11-27,"Holiday"
"1041",2003-11-28,"Holiday"
"1042",2003-11-29,"Non-holiday"
"1043",2003-11-30,"Non-holiday"
"1044",2003-12-01,"Non-holiday"
"1045",2003-12-02,"Non-holiday"
"1046",2003-12-03,"Non-holiday"
"1047",2003-12-04,"Non-holiday"
"1048",2003-12-05,"Non-holiday"
"1049",2003-12-06,"Non-holiday"
"1050",2003-12-07,"Non-holiday"
"1051",2003-12-08,"Non-holiday"
"1052",2003-12-09,"Non-holiday"
"1053",2003-12-10,"Non-holiday"
"1054",2003-12-11,"Non-holiday"
"1055",2003-12-12,"Non-holiday"
"1056",2003-12-13,"Non-holiday"
"1057",2003-12-14,"Non-holiday"
"1058",2003-12-15,"Non-holiday"
"1059",2003-12-16,"Non-holiday"
"1060",2003-12-17,"Non-holiday"
"1061",2003-12-18,"Non-holiday"
"1062",2003-12-19,"Non-holiday"
"1063",2003-12-20,"Non-holiday"
"1064",2003-12-21,"Non-holiday"
"1065",2003-12-22,"Non-holiday"
"1066",2003-12-23,"Non-holiday"
"1067",2003-12-24,"Holiday"
"1068",2003-12-25,"Holiday"
"1069",2003-12-26,"Holiday"
"1070",2003-12-27,"Non-holiday"
"1071",2003-12-28,"Non-holiday"
"1072",2003-12-29,"Non-holiday"
"1073",2003-12-30,"Non-holiday"
"1074",2003-12-31,"Non-holiday"
"1075",2004-01-01,"Holiday"
"1076",2004-01-02,"Holiday"
"1077",2004-01-03,"Non-holiday"
"1078",2004-01-04,"Non-holiday"
"1079",2004-01-05,"Non-holiday"
"1080",2004-01-06,"Non-holiday"
"1081",2004-01-07,"Non-holiday"
"1082",2004-01-08,"Non-holiday"
"1083",2004-01-09,"Non-holiday"
"1084",2004-01-10,"Non-holiday"
"1085",2004-01-11,"Non-holiday"
"1086",2004-01-12,"Non-holiday"
"1087",2004-01-13,"Non-holiday"
"1088",2004-01-14,"Non-holiday"
"1089",2004-01-15,"Non-holiday"
"1090",2004-01-16,"Non-holiday"
"1091",2004-01-17,"Non-holiday"
"1092",2004-01-18,"Non-holiday"
"1093",2004-01-19,"Holiday"
"1094",2004-01-20,"Non-holiday"
"1095",2004-01-21,"Non-holiday"
"1096",2004-01-22,"Non-holiday"
"1097",2004-01-23,"Non-holiday"
"1098",2004-01-24,"Non-holiday"
"1099",2004-01-25,"Non-holiday"
"1100",2004-01-26,"Non-holiday"
"1101",2004-01-27,"Non-holiday"
"1102",2004-01-28,"Non-holiday"
"1103",2004-01-29,"Non-holiday"
"1104",2004-01-30,"Non-holiday"
"1105",2004-01-31,"Non-holiday"
"1106",2004-02-01,"Non-holiday"
"1107",2004-02-02,"Non-holiday"
"1108",2004-02-03,"Non-holiday"
"1109",2004-02-04,"Non-holiday"
"1110",2004-02-05,"Non-holiday"
"1111",2004-02-06,"Non-holiday"
"1112",2004-02-07,"Non-holiday"
"1113",2004-02-08,"Non-holiday"
"1114",2004-02-09,"Non-holiday"
"1115",2004-02-10,"Non-holiday"
"1116",2004-02-11,"Non-holiday"
"1117",2004-02-12,"Non-holiday"
"1118",2004-02-13,"Non-holiday"
"1119",2004-02-14,"Non-holiday"
"1120",2004-02-15,"Non-holiday"
"1121",2004-02-16,"Holiday"
"1122",2004-02-17,"Non-holiday"
"1123",2004-02-18,"Non-holiday"
"1124",2004-02-19,"Non-holiday"
"1125",2004-02-20,"Non-holiday"
"1126",2004-02-21,"Non-holiday"
"1127",2004-02-22,"Non-holiday"
"1128",2004-02-23,"Non-holiday"
"1129",2004-02-24,"Non-holiday"
"1130",2004-02-25,"Non-holiday"
"1131",2004-02-26,"Non-holiday"
"1132",2004-02-27,"Non-holiday"
"1133",2004-02-28,"Non-holiday"
"1134",2004-02-29,"Non-holiday"
"1135",2004-03-01,"Non-holiday"
"1136",2004-03-02,"Non-holiday"
"1137",2004-03-03,"Non-holiday"
"1138",2004-03-04,"Non-holiday"
"1139",2004-03-05,"Non-holiday"
"1140",2004-03-06,"Non-holiday"
"1141",2004-03-07,"Non-holiday"
"1142",2004-03-08,"Non-holiday"
"1143",2004-03-09,"Non-holiday"
"1144",2004-03-10,"Non-holiday"
"1145",2004-03-11,"Non-holiday"
"1146",2004-03-12,"Non-holiday"
"1147",2004-03-13,"Non-holiday"
"1148",2004-03-14,"Non-holiday"
"1149",2004-03-15,"Non-holiday"
"1150",2004-03-16,"Non-holiday"
"1151",2004-03-17,"Non-holiday"
"1152",2004-03-18,"Non-holiday"
"1153",2004-03-19,"Non-holiday"
"1154",2004-03-20,"Non-holiday"
"1155",2004-03-21,"Non-holiday"
"1156",2004-03-22,"Non-holiday"
"1157",2004-03-23,"Non-holiday"
"1158",2004-03-24,"Non-holiday"
"1159",2004-03-25,"Non-holiday"
"1160",2004-03-26,"Non-holiday"
"1161",2004-03-27,"Non-holiday"
"1162",2004-03-28,"Non-holiday"
"1163",2004-03-29,"Non-holiday"
"1164",2004-03-30,"Non-holiday"
"1165",2004-03-31,"Non-holiday"
"1166",2004-04-01,"Non-holiday"
"1167",2004-04-02,"Non-holiday"
"1168",2004-04-03,"Non-holiday"
"1169",2004-04-04,"Non-holiday"
"1170",2004-04-05,"Non-holiday"
"1171",2004-04-06,"Non-holiday"
"1172",2004-04-07,"Non-holiday"
"1173",2004-04-08,"Non-holiday"
"1174",2004-04-09,"Non-holiday"
"1175",2004-04-10,"Non-holiday"
"1176",2004-04-11,"Non-holiday"
"1177",2004-04-12,"Non-holiday"
"1178",2004-04-13,"Non-holiday"
"1179",2004-04-14,"Non-holiday"
"1180",2004-04-15,"Non-holiday"
"1181",2004-04-16,"Non-holiday"
"1182",2004-04-17,"Non-holiday"
"1183",2004-04-18,"Non-holiday"
"1184",2004-04-19,"Non-holiday"
"1185",2004-04-20,"Non-holiday"
"1186",2004-04-21,"Non-holiday"
"1187",2004-04-22,"Non-holiday"
"1188",2004-04-23,"Non-holiday"
"1189",2004-04-24,"Non-holiday"
"1190",2004-04-25,"Non-holiday"
"1191",2004-04-26,"Non-holiday"
"1192",2004-04-27,"Non-holiday"
"1193",2004-04-28,"Non-holiday"
"1194",2004-04-29,"Non-holiday"
"1195",2004-04-30,"Non-holiday"
"1196",2004-05-01,"Non-holiday"
"1197",2004-05-02,"Non-holiday"
"1198",2004-05-03,"Non-holiday"
"1199",2004-05-04,"Non-holiday"
"1200",2004-05-05,"Non-holiday"
"1201",2004-05-06,"Non-holiday"
"1202",2004-05-07,"Non-holiday"
"1203",2004-05-08,"Non-holiday"
"1204",2004-05-09,"Non-holiday"
"1205",2004-05-10,"Non-holiday"
"1206",2004-05-11,"Non-holiday"
"1207",2004-05-12,"Non-holiday"
"1208",2004-05-13,"Non-holiday"
"1209",2004-05-14,"Non-holiday"
"1210",2004-05-15,"Non-holiday"
"1211",2004-05-16,"Non-holiday"
"1212",2004-05-17,"Non-holiday"
"1213",2004-05-18,"Non-holiday"
"1214",2004-05-19,"Non-holiday"
"1215",2004-05-20,"Non-holiday"
"1216",2004-05-21,"Non-holiday"
"1217",2004-05-22,"Non-holiday"
"1218",2004-05-23,"Non-holiday"
"1219",2004-05-24,"Non-holiday"
"1220",2004-05-25,"Non-holiday"
"1221",2004-05-26,"Non-holiday"
"1222",2004-05-27,"Non-holiday"
"1223",2004-05-28,"Non-holiday"
"1224",2004-05-29,"Non-holiday"
"1225",2004-05-30,"Non-holiday"
"1226",2004-05-31,"Holiday"
"1227",2004-06-01,"Non-holiday"
"1228",2004-06-02,"Non-holiday"
"1229",2004-06-03,"Non-holiday"
"1230",2004-06-04,"Non-holiday"
"1231",2004-06-05,"Non-holiday"
"1232",2004-06-06,"Non-holiday"
"1233",2004-06-07,"Non-holiday"
"1234",2004-06-08,"Non-holiday"
"1235",2004-06-09,"Non-holiday"
"1236",2004-06-10,"Non-holiday"
"1237",2004-06-11,"Non-holiday"
"1238",2004-06-12,"Non-holiday"
"1239",2004-06-13,"Non-holiday"
"1240",2004-06-14,"Non-holiday"
"1241",2004-06-15,"Non-holiday"
"1242",2004-06-16,"Non-holiday"
"1243",2004-06-17,"Non-holiday"
"1244",2004-06-18,"Non-holiday"
"1245",2004-06-19,"Non-holiday"
"1246",2004-06-20,"Non-holiday"
"1247",2004-06-21,"Non-holiday"
"1248",2004-06-22,"Non-holiday"
"1249",2004-06-23,"Non-holiday"
"1250",2004-06-24,"Non-holiday"
"1251",2004-06-25,"Non-holiday"
"1252",2004-06-26,"Non-holiday"
"1253",2004-06-27,"Non-holiday"
"1254",2004-06-28,"Non-holiday"
"1255",2004-06-29,"Non-holiday"
"1256",2004-06-30,"Non-holiday"
"1257",2004-07-01,"Non-holiday"
"1258",2004-07-02,"Non-holiday"
"1259",2004-07-03,"Non-holiday"
"1260",2004-07-04,"Holiday"
"1261",2004-07-05,"Holiday"
"1262",2004-07-06,"Non-holiday"
"1263",2004-07-07,"Non-holiday"
"1264",2004-07-08,"Non-holiday"
"1265",2004-07-09,"Non-holiday"
"1266",2004-07-10,"Non-holiday"
"1267",2004-07-11,"Non-holiday"
"1268",2004-07-12,"Non-holiday"
"1269",2004-07-13,"Non-holiday"
"1270",2004-07-14,"Non-holiday"
"1271",2004-07-15,"Non-holiday"
"1272",2004-07-16,"Non-holiday"
"1273",2004-07-17,"Non-holiday"
"1274",2004-07-18,"Non-holiday"
"1275",2004-07-19,"Non-holiday"
"1276",2004-07-20,"Non-holiday"
"1277",2004-07-21,"Non-holiday"
"1278",2004-07-22,"Non-holiday"
"1279",2004-07-23,"Non-holiday"
"1280",2004-07-24,"Non-holiday"
"1281",2004-07-25,"Non-holiday"
"1282",2004-07-26,"Non-holiday"
"1283",2004-07-27,"Non-holiday"
"1284",2004-07-28,"Non-holiday"
"1285",2004-07-29,"Non-holiday"
"1286",2004-07-30,"Non-holiday"
"1287",2004-07-31,"Non-holiday"
"1288",2004-08-01,"Non-holiday"
"1289",2004-08-02,"Non-holiday"
"1290",2004-08-03,"Non-holiday"
"1291",2004-08-04,"Non-holiday"
"1292",2004-08-05,"Non-holiday"
"1293",2004-08-06,"Non-holiday"
"1294",2004-08-07,"Non-holiday"
"1295",2004-08-08,"Non-holiday"
"1296",2004-08-09,"Non-holiday"
"1297",2004-08-10,"Non-holiday"
"1298",2004-08-11,"Non-holiday"
"1299",2004-08-12,"Non-holiday"
"1300",2004-08-13,"Non-holiday"
"1301",2004-08-14,"Non-holiday"
"1302",2004-08-15,"Non-holiday"
"1303",2004-08-16,"Non-holiday"
"1304",2004-08-17,"Non-holiday"
"1305",2004-08-18,"Non-holiday"
"1306",2004-08-19,"Non-holiday"
"1307",2004-08-20,"Non-holiday"
"1308",2004-08-21,"Non-holiday"
"1309",2004-08-22,"Non-holiday"
"1310",2004-08-23,"Non-holiday"
"1311",2004-08-24,"Non-holiday"
"1312",2004-08-25,"Non-holiday"
"1313",2004-08-26,"Non-holiday"
"1314",2004-08-27,"Non-holiday"
"1315",2004-08-28,"Non-holiday"
"1316",2004-08-29,"Non-holiday"
"1317",2004-08-30,"Non-holiday"
"1318",2004-08-31,"Non-holiday"
"1319",2004-09-01,"Non-holiday"
"1320",2004-09-02,"Non-holiday"
"1321",2004-09-03,"Non-holiday"
"1322",2004-09-04,"Non-holiday"
"1323",2004-09-05,"Non-holiday"
"1324",2004-09-06,"Holiday"
"1325",2004-09-07,"Non-holiday"
"1326",2004-09-08,"Non-holiday"
"1327",2004-09-09,"Non-holiday"
"1328",2004-09-10,"Non-holiday"
"1329",2004-09-11,"Non-holiday"
"1330",2004-09-12,"Non-holiday"
"1331",2004-09-13,"Non-holiday"
"1332",2004-09-14,"Non-holiday"
"1333",2004-09-15,"Non-holiday"
"1334",2004-09-16,"Non-holiday"
"1335",2004-09-17,"Non-holiday"
"1336",2004-09-18,"Non-holiday"
"1337",2004-09-19,"Non-holiday"
"1338",2004-09-20,"Non-holiday"
"1339",2004-09-21,"Non-holiday"
"1340",2004-09-22,"Non-holiday"
"1341",2004-09-23,"Non-holiday"
"1342",2004-09-24,"Non-holiday"
"1343",2004-09-25,"Non-holiday"
"1344",2004-09-26,"Non-holiday"
"1345",2004-09-27,"Non-holiday"
"1346",2004-09-28,"Non-holiday"
"1347",2004-09-29,"Non-holiday"
"1348",2004-09-30,"Non-holiday"
"1349",2004-10-01,"Non-holiday"
"1350",2004-10-02,"Non-holiday"
"1351",2004-10-03,"Non-holiday"
"1352",2004-10-04,"Non-holiday"
"1353",2004-10-05,"Non-holiday"
"1354",2004-10-06,"Non-holiday"
"1355",2004-10-07,"Non-holiday"
"1356",2004-10-08,"Non-holiday"
"1357",2004-10-09,"Non-holiday"
"1358",2004-10-10,"Non-holiday"
"1359",2004-10-11,"Non-holiday"
"1360",2004-10-12,"Non-holiday"
"1361",2004-10-13,"Non-holiday"
"1362",2004-10-14,"Non-holiday"
"1363",2004-10-15,"Non-holiday"
"1364",2004-10-16,"Non-holiday"
"1365",2004-10-17,"Non-holiday"
"1366",2004-10-18,"Non-holiday"
"1367",2004-10-19,"Non-holiday"
"1368",2004-10-20,"Non-holiday"
"1369",2004-10-21,"Non-holiday"
"1370",2004-10-22,"Non-holiday"
"1371",2004-10-23,"Non-holiday"
"1372",2004-10-24,"Non-holiday"
"1373",2004-10-25,"Non-holiday"
"1374",2004-10-26,"Non-holiday"
"1375",2004-10-27,"Non-holiday"
"1376",2004-10-28,"Non-holiday"
"1377",2004-10-29,"Non-holiday"
"1378",2004-10-30,"Non-holiday"
"1379",2004-10-31,"Non-holiday"
"1380",2004-11-01,"Non-holiday"
"1381",2004-11-02,"Non-holiday"
"1382",2004-11-03,"Non-holiday"
"1383",2004-11-04,"Non-holiday"
"1384",2004-11-05,"Non-holiday"
"1385",2004-11-06,"Non-holiday"
"1386",2004-11-07,"Non-holiday"
"1387",2004-11-08,"Non-holiday"
"1388",2004-11-09,"Non-holiday"
"1389",2004-11-10,"Non-holiday"
"1390",2004-11-11,"Non-holiday"
"1391",2004-11-12,"Non-holiday"
"1392",2004-11-13,"Non-holiday"
"1393",2004-11-14,"Non-holiday"
"1394",2004-11-15,"Non-holiday"
"1395",2004-11-16,"Non-holiday"
"1396",2004-11-17,"Non-holiday"
"1397",2004-11-18,"Non-holiday"
"1398",2004-11-19,"Non-holiday"
"1399",2004-11-20,"Non-holiday"
"1400",2004-11-21,"Non-holiday"
"1401",2004-11-22,"Non-holiday"
"1402",2004-11-23,"Non-holiday"
"1403",2004-11-24,"Non-holiday"
"1404",2004-11-25,"Holiday"
"1405",2004-11-26,"Holiday"
"1406",2004-11-27,"Non-holiday"
"1407",2004-11-28,"Non-holiday"
"1408",2004-11-29,"Non-holiday"
"1409",2004-11-30,"Non-holiday"
"1410",2004-12-01,"Non-holiday"
"1411",2004-12-02,"Non-holiday"
"1412",2004-12-03,"Non-holiday"
"1413",2004-12-04,"Non-holiday"
"1414",2004-12-05,"Non-holiday"
"1415",2004-12-06,"Non-holiday"
"1416",2004-12-07,"Non-holiday"
"1417",2004-12-08,"Non-holiday"
"1418",2004-12-09,"Non-holiday"
"1419",2004-12-10,"Non-holiday"
"1420",2004-12-11,"Non-holiday"
"1421",2004-12-12,"Non-holiday"
"1422",2004-12-13,"Non-holiday"
"1423",2004-12-14,"Non-holiday"
"1424",2004-12-15,"Non-holiday"
"1425",2004-12-16,"Non-holiday"
"1426",2004-12-17,"Non-holiday"
"1427",2004-12-18,"Non-holiday"
"1428",2004-12-19,"Non-holiday"
"1429",2004-12-20,"Non-holiday"
"1430",2004-12-21,"Non-holiday"
"1431",2004-12-22,"Non-holiday"
"1432",2004-12-23,"Non-holiday"
"1433",2004-12-24,"Holiday"
"1434",2004-12-25,"Holiday"
"1435",2004-12-26,"Non-holiday"
"1436",2004-12-27,"Non-holiday"
"1437",2004-12-28,"Non-holiday"
"1438",2004-12-29,"Non-holiday"
"1439",2004-12-30,"Non-holiday"
"1440",2004-12-31,"Holiday"
"1441",2005-01-01,"Holiday"
"1442",2005-01-02,"Non-holiday"
"1443",2005-01-03,"Non-holiday"
"1444",2005-01-04,"Non-holiday"
"1445",2005-01-05,"Non-holiday"
"1446",2005-01-06,"Non-holiday"
